author_id,author_name,author_username,tweet_url,created_at,text,category,score,reasoning
1848954394374524928,GeNERAL MuPHASA🇬🇧💨,https://x.com/LFiaji01,https://x.com/x/status/1887144971448246482,2025-02-05T14:23:17.000Z,"RT @DaddyThunder_: @LFGNOW1 The smart ones are scooping $PRIVIX without hesitation and it's gonna pay off in the long run!

@privixtoken is…",Crypto Token,2,"The tweet mentions a specific token, $PRIVIX, and the handle @privixtoken, indicating it is about a cryptocurrency token. It does not explicitly mention a startup or blockchain, hence the low score. The score of 2 is given because the context suggests involvement with a new token project, which could be considered a startup in the crypto space."
1373437502187507717,abnrml888,https://x.com/abnrml888,https://x.com/x/status/1887144970567438527,2025-02-05T14:23:17.000Z,"RT @harto_fr: gm for the culture 🟧

The first edition on the blockchain of ""White nights"" by Dostoevsky is launching in a few hours on Insc…",Blockchain Book,6,"The tweet mentions the launch of a book on the blockchain, specifically 'White nights' by Dostoevsky, which contributes to the 'Blockchain Book' category. The score of 6 is derived from +2 for mentioning blockchain and an additional +4 for referring to a specific project launching on the blockchain, though it's not explicitly a startup or company."
1203647462143135744,King Noble 💎,https://x.com/Noble_Nectar,https://x.com/x/status/1887144969623707676,2025-02-05T14:23:16.000Z,"RT @linera_io: 🏛️ Introducing: Linera Testnet Archimedes

Today, we’re excited to launch the first phase of our testnet. This marks a major…",Blockchain Startup,6,"The tweet mentions 'Linera Testnet Archimedes', indicating a blockchain-related project, and the use of 'we' suggests it's a startup. The score is adjusted to 6 due to the clear mention of a testnet launch, which is significant in the blockchain space, and the context of a startup launching this testnet."
25767138,🪬TIGERWILLCA🐅William Shaffer Jr.,https://x.com/tigerwillca,https://x.com/x/status/1887144965857251602,2025-02-05T14:23:15.000Z,"🐸 $PEPE IS THE NEXT #BITCOIN $DOGE $PEPE $BOB #Crypto #Doge #Pepe #Pepearmy 
@ Æ (BaB@) 🍇🦑. 𝕏 ! 👍🏼شمس ☀ Thank you for following me🧙‍♂️ pouring 🫠 honey 🍯 polyber.SOL #BUILDING 7V7NIN@@@@@. whatever, veganh, #AL 🕷 dmg
+33 🪄  https://t.co/fbD0QA3OCF !T@lY #@!.",Crypto,1,"The tweet mentions various cryptocurrencies like $PEPE, $BITCOIN, and $DOGE, which falls under the broader category of 'Crypto'. It does not specifically mention a startup or blockchain in a clear context, hence the low score. The score is set to 1 due to the general mention of cryptocurrencies without any direct reference to startups or blockchain technology."
1760380143472635904,somia irfan,https://x.com/irfan_somi85106,https://x.com/x/status/1887144963072205163,2025-02-05T14:23:15.000Z,"RT @worldofdypians: We’re excited to kick off the $50,000 $WOD Token Airdrop Campaign with @BinanceWallet, running until February 6!

Compl…",Crypto Airdrop,4,"The tweet mentions a token airdrop campaign involving $WOD tokens and Binance Wallet, which is relevant to the cryptocurrency space but does not specifically mention a startup or blockchain technology directly. The score of 4 is assigned because the tweet implies a blockchain-related activity through the mention of a token airdrop, but it does not explicitly state involvement of a startup or the term 'blockchain', hence the score is adjusted to reflect the indirect relevance."
1745935892819095552,PantLordNonso⚡♨,https://x.com/LodNOX,https://x.com/x/status/1887144960975081973,2025-02-05T14:23:14.000Z,"@starwars Ebert's Cinematic Universe—We are bulidig the future of Animation Sci-Fi Films on the ECU! ⚡️While this film franchise uses the $EBERT crypto token, Fans Can hold a share of this amazing project 

EBERT in the 9th D 🛸... coming Soon from MUONTUBE ⏺️ https://t.co/Hkv28rDjTh",Crypto Film,4,"The tweet mentions a film franchise using a cryptocurrency token ($EBERT), which suggests a connection between film and crypto, hence the category 'Crypto Film'. The score of 4 is derived from the mention of a project that could be considered a startup (+2) and the use of a crypto token (+2), though it's not explicitly a blockchain startup or company, so no additional points for that category."
1880626227670573056,DogStrategy,https://x.com/DogStrategy_,https://x.com/x/status/1887144959389700220,2025-02-05T14:23:14.000Z,@pete_rizzo_ this is a pivotal moment for crypto regulation. transparency is key for building trust in digital assets.,Crypto Regulation,1,"The tweet focuses on the importance of transparency in crypto regulation, which does not directly mention startups or blockchain specifically, hence the low score. The category 'Crypto Regulation' is chosen as it directly addresses the tweet's main topic of discussion."
1727714857309667328,あーたん,https://x.com/tapiokamilksuki,https://x.com/x/status/1887144957288579397,2025-02-05T14:23:13.000Z,"RT @thelightjust: 【Crypto Project】

&lt;プレゼント内容&gt;
・仮想通貨(ビットコイン、リップル、イーサリアム)
・現金
・PayPay
・アマギフ

この中から20万円分を3名様にプレゼント🎁

&lt;参加条件&gt;
・投稿を「いいねRT」
※引用RTし…",Crypto Giveaway,2,"The tweet mentions a crypto project and offers a giveaway including various cryptocurrencies, which slightly relates to blockchain technology. However, it does not specifically mention a startup or a blockchain company, thus only scoring 2 points for the crypto context. The category 'Crypto Giveaway' is chosen due to the tweet's focus on giving away cryptocurrencies and other prizes."
2150211342,MoneyFloyd214 😤,https://x.com/CeoMoneyFloyd,https://x.com/x/status/1887144956675919928,2025-02-05T14:23:13.000Z,"HODL strong, crypto warriors! Every dip is a discount, every rise a testament to our resilience. Together, we're not just trading; we're building the future.  #CryptoCommunity #ToTheMoon #cryptomarket",Crypto Community,1,"The tweet focuses on the crypto community's spirit and market dynamics, using hashtags like #CryptoCommunity and #cryptomarket. It does not mention startups or blockchain specifically, hence the low score. The category reflects the tweet's emphasis on community and market sentiment."
968378520891047936,YUKIHIRO,https://x.com/JAPAN_TOKYOyuki,https://x.com/x/status/1887144956567101932,2025-02-05T14:23:13.000Z,"Crypto Project

激アツ🔥ギブアウェイ開催中

ご縁がありますように！ https://t.co/fPbHys4X1R",Crypto Giveaway,1,"The tweet does not mention a startup or blockchain directly but refers to a 'Crypto Project' and a giveaway, which is why it scores a 1 for minimal relevance. The category 'Crypto Giveaway' is chosen due to the mention of 'ギブアウェイ' (giveaway) and the crypto context."
