author_id,created_at,edit_history_tweet_ids,text,id,public_metrics.retweet_count_tweets,public_metrics.reply_count_tweets,public_metrics.like_count_tweets,public_metrics.quote_count_tweets,public_metrics.bookmark_count_tweets,public_metrics.impression_count_tweets,referenced_tweet_id,tweet_url,tweet_id,referenced_author_id,public_metrics.retweet_count_inc,public_metrics.reply_count_inc,public_metrics.like_count_inc,public_metrics.quote_count_inc,public_metrics.bookmark_count_inc,public_metrics.impression_count_inc,note_tweet.entities.mentions,note_tweet.text,note_tweet.entities.hashtags,note_tweet.entities.urls,author_name,author_username,referenced_author_description,referenced_username,withheld,referenced_author_name,referenced_author_created_at,category,score,reasoning
1364205368411385860,2025-03-17T22:48:19.000Z,['1901767581800808659'],"RT @ankr: Mark your calendars 🗓️

This Friday, March 21 at 4:30 UTC, we’re diving into @fuel_network and how it’s redefining modular execut…",1901767581800808659,15,0,0,0,0,0,1901640773160030293,https://x.com/x/status/1901767581800808659,1901640773160030293,1010430329218371584,15.0,8.0,73.0,9.0,0.0,2536.0,,,,,P&M By Kaiser Soze🇮🇱❤️🇦🇷,https://x.com/Kaiser_Soze__,"Build web3 apps with a full suite of developer tools. Power them with fast, global, decentralized connections to dozens of chains https://t.co/EEiwIpJfHd",ankr,,Ankr,2018-06-23T07:52:18.000Z,Blockchain,6,"The tweet mentions 'fuel_network', which is related to blockchain technology, earning +2 for mentioning blockchain. Although it does not explicitly mention a startup, the context suggests involvement with a blockchain project, hence the score of 6. The category 'Blockchain' is chosen due to the focus on 'fuel_network' and its blockchain-related activities."
1790789031380279296,2025-03-17T22:48:16.000Z,['1901767571302424868'],"RT @WillyWonkaXRP: The Look of a Man Who Knows He Discovered the Next Big Blockchain Project 👀 

EVERNODE - Powered by $EVR 🔥

Shoutout to…",1901767571302424868,6,0,0,0,0,0,1901758105333166490,https://x.com/x/status/1901767571302424868,1901758105333166490,1011068228603441152,6.0,0.0,9.0,0.0,2.0,658.0,,,,,EZ,https://x.com/groundwav36960,Accredited Investor | NFT Art | XRPL | Blockchain | Ripple | XRP | Crypto #XRP #Ripple #Bitcoin #BTC #NFTs #XRPL $XRP $BTC | Evernode Bull $EVR | EVR OG |,WillyWonkaXRP,,🔥 BULL RUN WONKA 🔥 EVERNODE EVR RIPPLE XRP NEWS,2018-06-25T02:07:05.000Z,Blockchain Project,8,"The tweet mentions 'Blockchain Project' and 'EVERNODE', which suggests a focus on a blockchain-based initiative, earning +4 for referring to a blockchain project. The score is adjusted to 8 due to the enthusiastic tone and the mention of a specific project powered by $EVR."
1890520296462942209,2025-03-17T22:48:56.000Z,['1901767735882789372'],RT @callfluentAI: From crypto innovation to AI efficiency: We're shifting gears to help businesses automate phone calls and slash costs. Re…,1901767735882789372,122,0,0,0,0,0,1901573622675775764,https://x.com/x/status/1901767735882789372,1901573622675775764,1140720985,122.0,113.0,666.0,5.0,11.0,38555.0,,"From crypto innovation to AI efficiency: We're shifting gears to help businesses automate phone calls and slash costs. Ready to transform your call center? 

Join us on this journey! #AIcallcenter #B2Bautomation #futureofwork #aicalls #aicalling

Retweet if you're excited about AI in business!","[{'start': 183, 'end': 196, 'tag': 'AIcallcenter'}, {'start': 197, 'end': 211, 'tag': 'B2Bautomation'}, {'start': 212, 'end': 225, 'tag': 'futureofwork'}, {'start': 226, 'end': 234, 'tag': 'aicalls'}, {'start': 235, 'end': 245, 'tag': 'aicalling'}]",,Sofia Meshchain.Ai,https://x.com/Sofia_8822,Building the future of conversational AI Voice Bots for Businesses & Enterprise,callfluentAI,,CallFluentAI,2013-02-01T21:00:19.000Z,AI Startup,3,"The tweet mentions a startup, CallfluentAI, which focuses on AI to automate phone calls, earning a +2 for mentioning a startup. No blockchain reference was made, hence no additional points for blockchain. The score was set to 3 to reflect the focus on AI rather than blockchain."
1844106187765108736,2025-03-17T22:49:08.000Z,['1901767786872840272'],"RT @Beamable: 🚀 Beamable Network Site &amp; Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with t…",1901767786872840272,117359,0,0,0,0,0,1897692463931740500,https://x.com/x/status/1901767786872840272,1897692463931740500,1250790964161064960,117359.0,61691.0,89857.0,1802.0,2485.0,400798.0,,"🚀 Beamable Network Site & Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with the Beamable Network website & dashboard – a powerful hub for developers & contributors to engage with a cutting-edge DePIN ecosystem.

🔹 What is Beamable Network?
A scalable, high-performance infrastructure designed to power the next-gen of decentralized games. Dev-friendly, cost-effective & built for seamless Web3 integration.
✅ Real-time network insights
✅ Developer tools & SDKs
✅ Node operator dashboard
✅ Seamless Web3 monetization

🎮 Why Beamable Network?
⚡ Built for gaming – Optimized for multiplayer & real-time experiences
💰 Top-10 DePIN by revenue – A leading force in decentralized game infra
🚀 Scalable & cost-efficient – Solana-powered, low-cost transactions
🌍 Community-driven – Anyone can contribute to a decentralized future

Join us & explore the new dashboard NOW at https://t.co/SfgUl0xdoH 🌐

The future of gaming is here! 🎮🔥",,"[{'start': 913, 'end': 936, 'url': 'https://t.co/SfgUl0xdoH', 'expanded_url': 'https://hubs.ly/Q039Ky6w0', 'display_url': 'hubs.ly/Q039Ky6w0'}]",peace,https://x.com/SherefatT71828,"Seamlessly powering Unity & Unreal with decentralized backends. Built by game devs, backed by Web3.",Beamable,,Beamable,2020-04-16T14:19:46.000Z,Web3 Gaming,6,"The tweet mentions 'Beamable', which appears to be a company, and 'Web3 gaming', indicating involvement in blockchain technology for gaming. The score reflects +2 for mentioning a startup and +2 for blockchain relevance, adjusted to 6 due to the specific focus on Web3 gaming."
1844106187765108736,2025-03-17T22:49:08.000Z,['1901767786872840272'],"RT @Beamable: 🚀 Beamable Network Site &amp; Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with t…",1901767786872840272,117359,0,0,0,0,0,1897692463931740500,https://x.com/x/status/1901767786872840272,1897692463931740500,1250790964161064960,117359.0,61691.0,89857.0,1802.0,2485.0,400798.0,,"🚀 Beamable Network Site & Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with the Beamable Network website & dashboard – a powerful hub for developers & contributors to engage with a cutting-edge DePIN ecosystem.

🔹 What is Beamable Network?
A scalable, high-performance infrastructure designed to power the next-gen of decentralized games. Dev-friendly, cost-effective & built for seamless Web3 integration.
✅ Real-time network insights
✅ Developer tools & SDKs
✅ Node operator dashboard
✅ Seamless Web3 monetization

🎮 Why Beamable Network?
⚡ Built for gaming – Optimized for multiplayer & real-time experiences
💰 Top-10 DePIN by revenue – A leading force in decentralized game infra
🚀 Scalable & cost-efficient – Solana-powered, low-cost transactions
🌍 Community-driven – Anyone can contribute to a decentralized future

Join us & explore the new dashboard NOW at https://t.co/SfgUl0xdoH 🌐

The future of gaming is here! 🎮🔥",,"[{'start': 913, 'end': 936, 'url': 'https://t.co/SfgUl0xdoH', 'expanded_url': 'https://hubs.ly/Q039Ky6w0', 'display_url': 'hubs.ly/Q039Ky6w0'}]",peace,https://x.com/SherefatT71828,"Seamlessly powering Unity & Unreal with decentralized backends. Built by game devs, backed by Web3.",Beamable,,Beamable,2020-04-16T14:19:46.000Z,Web3 Gaming,6,"The tweet scores +2 for mentioning Beamable, a startup, and an additional +2 for referencing Web3, which is closely related to blockchain technology. The category 'Web3 Gaming' reflects the tweet's focus on Beamable's contributions to the evolving Web3 gaming sector."
1844106187765108736,2025-03-17T22:49:08.000Z,['1901767786872840272'],"RT @Beamable: 🚀 Beamable Network Site &amp; Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with t…",1901767786872840272,117359,0,0,0,0,0,1897692463931740500,https://x.com/x/status/1901767786872840272,1897692463931740500,1250790964161064960,117359.0,61691.0,89857.0,1802.0,2485.0,400798.0,,"🚀 Beamable Network Site & Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with the Beamable Network website & dashboard – a powerful hub for developers & contributors to engage with a cutting-edge DePIN ecosystem.

🔹 What is Beamable Network?
A scalable, high-performance infrastructure designed to power the next-gen of decentralized games. Dev-friendly, cost-effective & built for seamless Web3 integration.
✅ Real-time network insights
✅ Developer tools & SDKs
✅ Node operator dashboard
✅ Seamless Web3 monetization

🎮 Why Beamable Network?
⚡ Built for gaming – Optimized for multiplayer & real-time experiences
💰 Top-10 DePIN by revenue – A leading force in decentralized game infra
🚀 Scalable & cost-efficient – Solana-powered, low-cost transactions
🌍 Community-driven – Anyone can contribute to a decentralized future

Join us & explore the new dashboard NOW at https://t.co/SfgUl0xdoH 🌐

The future of gaming is here! 🎮🔥",,"[{'start': 913, 'end': 936, 'url': 'https://t.co/SfgUl0xdoH', 'expanded_url': 'https://hubs.ly/Q039Ky6w0', 'display_url': 'hubs.ly/Q039Ky6w0'}]",peace,https://x.com/SherefatT71828,"Seamlessly powering Unity & Unreal with decentralized backends. Built by game devs, backed by Web3.",Beamable,,Beamable,2020-04-16T14:19:46.000Z,Web3 Gaming,6,"The tweet scores +2 for mentioning a startup, Beamable, and +2 for being related to Web3, which is closely associated with blockchain technologies. The category 'Web3 Gaming' reflects the tweet's focus on Beamable's advancements in this specific sector."
1844106187765108736,2025-03-17T22:49:08.000Z,['1901767786872840272'],"RT @Beamable: 🚀 Beamable Network Site &amp; Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with t…",1901767786872840272,117359,0,0,0,0,0,1897692463931740500,https://x.com/x/status/1901767786872840272,1897692463931740500,1250790964161064960,117359.0,61691.0,89857.0,1802.0,2485.0,400798.0,,"🚀 Beamable Network Site & Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with the Beamable Network website & dashboard – a powerful hub for developers & contributors to engage with a cutting-edge DePIN ecosystem.

🔹 What is Beamable Network?
A scalable, high-performance infrastructure designed to power the next-gen of decentralized games. Dev-friendly, cost-effective & built for seamless Web3 integration.
✅ Real-time network insights
✅ Developer tools & SDKs
✅ Node operator dashboard
✅ Seamless Web3 monetization

🎮 Why Beamable Network?
⚡ Built for gaming – Optimized for multiplayer & real-time experiences
💰 Top-10 DePIN by revenue – A leading force in decentralized game infra
🚀 Scalable & cost-efficient – Solana-powered, low-cost transactions
🌍 Community-driven – Anyone can contribute to a decentralized future

Join us & explore the new dashboard NOW at https://t.co/SfgUl0xdoH 🌐

The future of gaming is here! 🎮🔥",,"[{'start': 913, 'end': 936, 'url': 'https://t.co/SfgUl0xdoH', 'expanded_url': 'https://hubs.ly/Q039Ky6w0', 'display_url': 'hubs.ly/Q039Ky6w0'}]",peace,https://x.com/SherefatT71828,"Seamlessly powering Unity & Unreal with decentralized backends. Built by game devs, backed by Web3.",Beamable,,Beamable,2020-04-16T14:19:46.000Z,Web3 Gaming,6,"The tweet mentions 'Beamable', which appears to be a startup, and 'Web3 gaming', indicating involvement in blockchain technology. The score reflects the startup mention and the context of Web3 gaming."
1844106187765108736,2025-03-17T22:49:08.000Z,['1901767786872840272'],"RT @Beamable: 🚀 Beamable Network Site &amp; Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with t…",1901767786872840272,117359,0,0,0,0,0,1897692463931740500,https://x.com/x/status/1901767786872840272,1897692463931740500,1250790964161064960,117359.0,61691.0,89857.0,1802.0,2485.0,400798.0,,"🚀 Beamable Network Site & Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with the Beamable Network website & dashboard – a powerful hub for developers & contributors to engage with a cutting-edge DePIN ecosystem.

🔹 What is Beamable Network?
A scalable, high-performance infrastructure designed to power the next-gen of decentralized games. Dev-friendly, cost-effective & built for seamless Web3 integration.
✅ Real-time network insights
✅ Developer tools & SDKs
✅ Node operator dashboard
✅ Seamless Web3 monetization

🎮 Why Beamable Network?
⚡ Built for gaming – Optimized for multiplayer & real-time experiences
💰 Top-10 DePIN by revenue – A leading force in decentralized game infra
🚀 Scalable & cost-efficient – Solana-powered, low-cost transactions
🌍 Community-driven – Anyone can contribute to a decentralized future

Join us & explore the new dashboard NOW at https://t.co/SfgUl0xdoH 🌐

The future of gaming is here! 🎮🔥",,"[{'start': 913, 'end': 936, 'url': 'https://t.co/SfgUl0xdoH', 'expanded_url': 'https://hubs.ly/Q039Ky6w0', 'display_url': 'hubs.ly/Q039Ky6w0'}]",peace,https://x.com/SherefatT71828,"Seamlessly powering Unity & Unreal with decentralized backends. Built by game devs, backed by Web3.",Beamable,,Beamable,2020-04-16T14:19:46.000Z,Web3 Gaming,6,"The tweet mentions 'Beamable', which is a startup, earning +2 points. It also references 'Web3 gaming', which is related to blockchain technology, adding another +2 points. The total score is adjusted to 6 due to the focus on Web3 gaming."
1844106187765108736,2025-03-17T22:49:08.000Z,['1901767786872840272'],"RT @Beamable: 🚀 Beamable Network Site &amp; Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with t…",1901767786872840272,117359,0,0,0,0,0,1897692463931740500,https://x.com/x/status/1901767786872840272,1897692463931740500,1250790964161064960,117359.0,61691.0,89857.0,1802.0,2485.0,400798.0,,"🚀 Beamable Network Site & Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with the Beamable Network website & dashboard – a powerful hub for developers & contributors to engage with a cutting-edge DePIN ecosystem.

🔹 What is Beamable Network?
A scalable, high-performance infrastructure designed to power the next-gen of decentralized games. Dev-friendly, cost-effective & built for seamless Web3 integration.
✅ Real-time network insights
✅ Developer tools & SDKs
✅ Node operator dashboard
✅ Seamless Web3 monetization

🎮 Why Beamable Network?
⚡ Built for gaming – Optimized for multiplayer & real-time experiences
💰 Top-10 DePIN by revenue – A leading force in decentralized game infra
🚀 Scalable & cost-efficient – Solana-powered, low-cost transactions
🌍 Community-driven – Anyone can contribute to a decentralized future

Join us & explore the new dashboard NOW at https://t.co/SfgUl0xdoH 🌐

The future of gaming is here! 🎮🔥",,"[{'start': 913, 'end': 936, 'url': 'https://t.co/SfgUl0xdoH', 'expanded_url': 'https://hubs.ly/Q039Ky6w0', 'display_url': 'hubs.ly/Q039Ky6w0'}]",peace,https://x.com/SherefatT71828,"Seamlessly powering Unity & Unreal with decentralized backends. Built by game devs, backed by Web3.",Beamable,,Beamable,2020-04-16T14:19:46.000Z,Web3 Gaming,6,"The tweet scores 2 for mentioning a startup, Beamable, and an additional 4 points due to the context of Web3 gaming, which is closely related to blockchain technology. The category 'Web3 Gaming' is chosen as it directly reflects the tweet's focus on Beamable's advancements in this specific area."
1478309887629307904,2025-03-17T22:49:01.000Z,['1901767760490762378'],"RT @Beamable: 🚀 Beamable Network Site &amp; Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with t…",1901767760490762378,117359,0,0,0,0,0,1897692463931740500,https://x.com/x/status/1901767760490762378,1897692463931740500,1250790964161064960,117359.0,61691.0,89857.0,1802.0,2485.0,400798.0,,"🚀 Beamable Network Site & Dashboard are officially Live! 🎮

Web3 gaming is evolving fast, and we're leading the charge with the Beamable Network website & dashboard – a powerful hub for developers & contributors to engage with a cutting-edge DePIN ecosystem.

🔹 What is Beamable Network?
A scalable, high-performance infrastructure designed to power the next-gen of decentralized games. Dev-friendly, cost-effective & built for seamless Web3 integration.
✅ Real-time network insights
✅ Developer tools & SDKs
✅ Node operator dashboard
✅ Seamless Web3 monetization

🎮 Why Beamable Network?
⚡ Built for gaming – Optimized for multiplayer & real-time experiences
💰 Top-10 DePIN by revenue – A leading force in decentralized game infra
🚀 Scalable & cost-efficient – Solana-powered, low-cost transactions
🌍 Community-driven – Anyone can contribute to a decentralized future

Join us & explore the new dashboard NOW at https://t.co/SfgUl0xdoH 🌐

The future of gaming is here! 🎮🔥",,"[{'start': 913, 'end': 936, 'url': 'https://t.co/SfgUl0xdoH', 'expanded_url': 'https://hubs.ly/Q039Ky6w0', 'display_url': 'hubs.ly/Q039Ky6w0'}]",Sam Favour ❤️SparkChain.AI,https://x.com/Psalmfavour,"Seamlessly powering Unity & Unreal with decentralized backends. Built by game devs, backed by Web3.",Beamable,,Beamable,2020-04-16T14:19:46.000Z,Web3 Gaming,6,"The tweet mentions 'Beamable Network' and 'Web3 gaming', indicating a focus on blockchain technology in gaming, which adds to the relevance score. The score is adjusted to 6 due to the clear mention of a blockchain-related gaming platform, though not explicitly a startup."
