X_Handle,amount,type,sentence,post_url
NoahXBTC,0,,,
BrendaR29841869,0,,,
BrendaR29841869,0,,,
BrendaR29841869,0,,,
BrendaR29841869,0,,,
TheodorahW23375,0,,,
Ellijjahcllettu,0,,,
Alxeeeee001,0,,,
Alxeeeee001,0,,,
Alxeeeee001,0,,,
SalamCuan6,0,,,
SalamCuan6,0,,,
SalamCuan6,0,,,
Arafatbinance13,0,,,
Arafatbinance13,0,,,
Arafatbinance13,0,,,
menaadel_y,0,,,
RogersGreg46119,0,,,
Daniboi27,0,,,
ethernauut,0,,,
Carrington16768,0,,,
Carrington16768,0,,,
Carrington16768,0,,,
Carrington16768,0,,,
Carrington16768,0,,,
Carrington16768,0,,,
Carrington16768,0,,,
Carrington16768,0,,,
pope_carla54322,0,,,
pope_carla54322,0,,,
pope_carla54322,0,,,
pope_carla54322,0,,,
pope_carla54322,0,,,
pope_carla54322,0,,,
pope_carla54322,0,,,
pope_carla54322,0,,,
Mitchelludems,0,,,
Mitchelludems,0,,,
Mitchelludems,0,,,
Mitchelludems,0,,,
Mitchelludems,0,,,
Mitchelludems,0,,,
Mitchelludems,0,,,
Mitchelludems,0,,,
MdMominulI42751,0,,,
MdMominulI42751,0,,,
MdMominulI42751,0,,,
MdMominulI42751,0,,,
MdMominulI42751,0,,,
MdMominulI42751,0,,,
MdMominulI42751,0,,,
MdMominulI42751,0,,,
ZHaig35496,0,,,
ZHaig35496,0,,,
ZHaig35496,0,,,
ZHaig35496,0,,,
ZHaig35496,0,,,
ZHaig35496,0,,,
ZHaig35496,0,,,
ZHaig35496,0,,,
castro_vio44397,0,,,
castro_vio44397,0,,,
castro_vio44397,0,,,
castro_vio44397,0,,,
castro_vio44397,0,,,
castro_vio44397,0,,,
castro_vio44397,0,,,
castro_vio44397,0,,,
MarvinAyrt83203,0,,,
MarvinAyrt83203,0,,,
MarvinAyrt83203,0,,,
MarvinAyrt83203,0,,,
MarvinAyrt83203,0,,,
MarvinAyrt83203,0,,,
MarvinAyrt83203,0,,,
MarvinAyrt83203,0,,,
OliviaHarr78496,0,,,
OliviaHarr78496,0,,,
OliviaHarr78496,0,,,
OliviaHarr78496,0,,,
OliviaHarr78496,0,,,
OliviaHarr78496,0,,,
OliviaHarr78496,0,,,
OliviaHarr78496,0,,,
FurqanIdaman,0,,,
Chiroma_Tola,0,,,
NoCodeTen,0,,,
BRNZ_ai,0,,,
BRNZ_ai,0,,,
BRNZ_ai,0,,,
BRNZ_ai,0,,,
0xUtkarsh,0,,,
SoloW78007,0,,,
KB_cryptonomics,0,,,
TheodorahW23375,0,,,
Trusted00000,0,,,
destnykings,0,,,
Samoranking_012,0,,,
iamVhoiice,0,,,
0xDvox,0,,,
arianicca,0,,,
Osung7233Osung,0,,,
Osung7233Osung,0,,,
Michael99335125,0,,,
Michael99335125,0,,,
emtasin69,0,,,
Ellijjahcllettu,0,,,
TheGodfatherObi,0,,,
michaelloPoland,0,,,
TheodorahW23375,0,,,
TheodorahW23375,0,,,
PIUSLORD156737,0,,,
Richieleex1,0,,,
Richieleex1,0,,,
benjamin_602,0,,,
KhalifSaiyf,0,,,
OwentinoEm59258,0,,,
Chigozie0z,0,,,
Damilare2Philip,0,,,
Vpamilerin,0,,,
Vpamilerin,0,,,
perrybeyonceX02,0,,,
jonnylitecoin,0,,,
itsanita_ai,0,,,
VanessaAlv54150,0,,,
_ashcryporeal,0,,,
Cryptotiq,0,,,
RashLee244,0,,,
tesWeb438,0,,,
tesWeb438,0,,,
Big_TessyWeb3,0,,,
Big_TessyWeb3,0,,,
TheThoriant,0,,,
TheThoriant,0,,,
TheThoriant,0,,,
TheThoriant,0,,,
TheThoriant,0,,,
TheThoriant,0,,,
EaSyamila,0,,,
EaSyamila,0,,,
EaSyamila,0,,,
EaSyamila,0,,,
EaSyamila,0,,,
EaSyamila,0,,,
SangJuara25,0,,,
SangJuara25,0,,,
SangJuara25,0,,,
SangJuara25,0,,,
SangJuara25,0,,,
SangJuara25,0,,,
vexrns,0,,,
vexrns,0,,,
vexrns,0,,,
vexrns,0,,,
vexrns,0,,,
vexrns,0,,,
vexrns,0,,,
vexrns,0,,,
vexrns,0,,,
vexrns,0,,,
vexrns,0,,,
vexrns,0,,,
SangJuara25,0,,,
SangJuara25,0,,,
SangJuara25,0,,,
SangJuara25,0,,,
SangJuara25,0,,,
SangJuara25,0,,,
anie_udo4l,0,,,
Damon9090,0,,,
YMozok96793,0,,,
Frankov888,0,,,
isabellove4i,0,,,
alexfacelesslbs,0,,,
stas03841,0,,,
Luizmmorais,0,,,
VladFrankov1,0,,,
TCannon14267,0,,,
HenryMi46383947,0,,,
FyqaFaizun,0,,,
elis_mien95400,0,,,
elis_mien95400,0,,,
Ellijjahcllettu,0,,,
